Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,H,L,M
301.994,311.6,1713,29.89,206,0,0,0,0,0,0,0,1,0
299.017,309.1,1427,36.84,78,0,0,0,0,0,0,0,0,1
298.335,308.1,1408,45.81,147,0,0,0,0,0,0,0,1,0
297.384,308.4,1490,44.75,100,0,0,0,0,0,0,0,1,0
299.145,308.7,1426,41.85,0,0,0,0,0,0,0,0,1,0
298.106,308.6,1400,44.91,179,0,0,0,0,0,0,1,0,0
297.306,308.7,1537,37.2,198,0,0,0,0,0,0,0,1,0
297.996,308.7,1251,66.51,70,0,0,0,0,0,0,0,1,0
300.502,310.5,1346,48.29,109,0,0,0,0,0,0,0,1,0
297.434,308.6,1717,42.43,58,0,0,0,0,0,0,1,0,0
302.269,311.8,1525,38.43,231,0,0,0,0,0,0,0,1,0
297.649,308.8,1443,46.53,186,0,0,0,0,0,0,0,0,1
301.654,310.4,1490,40.33,88,0,0,0,0,0,0,0,1,0
296.974,308.4,1544,39.55,6,0,0,0,0,0,0,0,0,1
299.062,310.1,1459,42.51,7,0,0,0,0,0,0,0,1,0
301.421,310.4,1439,40.96,129,0,0,0,0,0,0,0,0,1
299.264,310.1,1466,38.98,133,0,0,0,0,0,0,0,0,1
300.057,311.8,1448,48.23,127,0,0,0,0,0,0,0,1,0
300.639,310.9,1453,54.82,164,0,0,0,0,0,0,0,1,0
304.213,312.1,1484,33.83,135,0,0,0,0,0,0,0,1,0
301.059,310.6,1411,47.61,8,0,0,0,0,0,0,0,1,0
300.219,311.3,1482,31.19,91,0,0,0,0,0,0,0,1,0
300.654,310.5,1392,45.26,108,0,0,0,0,0,0,0,1,0
298.975,310.8,1602,36.65,152,0,0,0,0,0,0,0,0,1
298.781,310.7,1359,51.6,193,0,0,0,0,0,0,0,1,0
301.094,310.4,1634,30.72,18,0,0,0,0,0,0,0,0,1
298.599,310.8,1431,37.75,158,0,0,0,0,0,0,0,1,0
297.154,308.3,1417,43.92,86,0,0,0,0,0,0,0,0,1
300.22,309.7,1328,52.38,2,0,0,0,0,0,0,0,0,1
297.502,308.4,1657,32.0,148,0,0,0,0,0,0,0,1,0
302.324,308.9,1538,33.27,113,0,0,0,0,0,0,0,1,0
300.311,310.5,1552,35.57,9,0,0,0,0,0,0,0,1,0
301.634,311.1,1598,39.13,27,0,0,0,0,0,0,0,1,0
297.917,308.6,1544,37.33,68,0,0,0,0,0,0,0,0,1
298.159,308.6,1445,50.81,128,0,0,0,0,0,0,0,1,0
297.267,308.4,1510,42.59,105,0,0,0,0,0,0,0,0,1
298.479,310.9,1565,38.44,179,0,0,0,0,0,0,0,1,0
301.923,310.9,1521,39.39,22,0,0,0,0,0,0,0,1,0
299.002,310.6,1404,61.34,194,0,0,0,0,0,0,0,1,0
297.267,308.7,1430,43.05,42,0,0,0,0,0,0,1,0,0
302.643,310.4,1444,43.3,191,0,0,0,0,0,0,0,1,0
301.705,310.6,1470,47.84,32,0,0,0,0,0,0,0,1,0
296.396,307.8,1492,41.93,91,0,0,0,0,0,0,0,1,0
300.14,311.3,1519,42.34,167,0,0,0,0,0,0,0,0,1
299.943,311.5,1817,22.06,155,0,0,0,0,0,0,0,1,0
301.484,310.9,1360,54.26,4,0,0,0,0,0,0,0,1,0
299.22,310.6,1485,37.24,159,0,0,0,0,0,0,0,1,0
300.304,309.7,1438,42.71,28,0,0,0,0,0,0,0,1,0
300.181,310.1,1521,40.32,62,0,0,0,0,0,0,0,1,0
302.495,310.3,1397,42.44,179,0,1,0,0,0,0,1,0,0
301.465,310.4,1461,46.24,6,0,0,0,0,0,0,0,1,0
298.859,309.2,1453,47.14,162,0,0,0,0,0,0,0,1,0
299.849,310.5,1412,44.63,145,0,0,0,0,0,0,1,0,0
300.602,310.6,1456,48.41,6,0,0,0,0,0,0,1,0,0
297.599,308.0,1836,32.88,168,0,0,0,0,0,0,0,0,1
298.072,307.8,1332,59.88,95,0,0,0,0,0,0,0,0,1
297.629,308.9,1491,47.9,120,0,0,0,0,0,0,0,1,0
300.324,311.1,1436,43.9,215,0,0,0,0,0,0,0,1,0
298.103,309.9,1418,40.86,20,0,0,0,0,0,0,0,1,0
297.597,308.6,1451,47.95,164,0,0,0,0,0,0,0,0,1
300.786,310.8,1466,45.55,3,0,0,0,0,0,0,0,1,0
300.93,310.9,1563,34.91,4,0,0,0,0,0,0,0,1,0
297.407,309.6,1369,50.9,182,0,0,0,0,0,0,0,1,0
300.46,312.5,1617,31.16,114,0,0,0,0,0,0,0,1,0
298.116,310.0,1391,45.67,0,0,0,0,0,0,0,0,1,0
301.897,310.9,1415,32.97,161,0,0,0,0,0,0,0,1,0
299.431,309.1,1402,44.85,42,0,0,0,0,0,0,0,1,0
299.304,309.3,1416,38.5,141,0,0,0,0,0,0,1,0,0
297.67,308.6,1287,49.01,31,0,0,0,0,0,0,0,0,1
300.116,310.1,1498,37.36,147,0,0,0,0,0,0,0,1,0
297.482,308.7,1649,29.49,70,0,0,0,0,0,0,0,1,0
300.473,310.6,1555,38.46,127,0,0,0,0,0,0,0,0,1
299.908,309.3,1581,39.85,194,0,0,0,0,0,0,0,1,0
301.189,310.1,1443,50.67,7,0,0,0,0,0,0,0,1,0
300.429,309.5,1765,19.95,67,0,0,0,0,0,0,1,0,0
297.692,309.9,1602,36.98,133,0,0,0,0,0,0,0,1,1
300.29,312.0,1834,22.37,153,0,0,0,0,0,0,0,1,0
297.306,308.7,1789,34.87,99,0,0,0,0,0,0,0,1,0
297.492,309.0,1683,37.38,23,0,0,0,0,0,0,0,1,0
300.181,310.3,1541,37.24,82,0,0,0,0,0,0,0,1,0
300.295,308.9,1355,57.2,39,0,0,0,0,0,0,0,0,1
298.047,308.4,1401,32.62,182,0,0,0,0,0,0,1,0,0
298.819,307.9,1770,28.22,115,0,0,0,0,0,0,0,0,1
299.933,309.3,1651,28.13,123,0,0,0,0,0,0,0,1,0
297.77,308.1,1744,33.82,129,0,0,0,0,0,0,0,0,1
300.482,311.2,1465,40.69,155,0,0,0,0,0,0,0,0,1
300.504,311.4,1619,36.36,79,0,0,0,0,0,0,0,1,0
302.243,311.4,1425,43.75,149,0,0,0,0,0,0,0,1,0
300.169,309.2,1615,33.02,27,0,0,0,1,0,0,0,0,1
298.864,308.1,1321,40.07,49,0,0,0,0,0,0,0,1,0
300.108,309.5,1595,36.39,180,0,0,0,0,0,0,0,1,0
298.961,311.3,1493,50.19,197,0,0,0,0,0,0,0,1,0
300.384,309.8,1527,31.54,109,0,0,0,0,0,0,0,1,0
300.764,310.9,1484,36.77,78,0,0,0,0,0,0,0,1,0
300.746,308.2,1823,20.92,106,0,0,0,0,0,0,0,1,0
299.232,308.8,1899,46.16,46,0,0,0,0,0,0,0,1,0
298.844,311.6,1595,36.58,179,0,0,0,0,0,0,0,1,0
300.227,309.5,1653,26.07,111,0,0,0,0,0,0,0,1,0
300.61,311.7,1630,34.08,59,0,0,0,0,0,0,1,0,0
301.203,312.0,1359,53.57,130,0,0,0,0,0,0,0,1,0
299.167,309.9,1536,39.41,97,0,0,0,0,0,0,0,1,0
300.898,310.7,1469,45.28,73,0,0,0,0,0,0,0,1,0
301.395,310.8,1592,35.49,10,0,0,0,0,0,0,0,1,0
300.748,312.4,1455,48.14,145,0,0,0,0,0,0,0,0,1
300.728,311.6,1554,31.16,101,0,0,0,0,0,0,0,1,0
300.55,311.9,1612,43.39,140,0,0,0,0,0,0,0,1,0
298.731,310.0,1427,49.37,153,0,0,0,0,0,0,0,1,0
297.16,309.0,1462,57.74,87,0,0,0,0,0,0,1,0,0
302.021,310.6,1471,46.35,49,0,0,0,0,0,0,0,1,0
300.02,310.8,1396,36.88,60,0,0,0,0,0,0,0,0,1
297.687,308.4,1614,31.27,144,0,0,0,0,0,0,0,1,0
302.113,311.8,1459,41.54,185,0,0,0,0,0,0,0,1,0
299.924,311.7,1632,29.93,220,1,1,0,0,0,0,0,1,0
302.458,311.1,1600,36.06,168,0,0,0,0,0,0,1,0,0
298.943,308.8,1449,48.05,64,0,0,0,0,0,0,1,0,0
297.398,308.8,1761,28.08,31,0,0,0,0,0,0,0,1,0
301.491,310.7,1545,35.57,76,0,0,0,0,0,0,0,1,0
300.365,311.6,1603,32.83,28,0,0,0,0,0,0,0,1,0
297.347,308.5,1460,36.69,6,0,0,0,0,0,0,0,1,0
297.807,308.9,1423,46.05,115,0,0,0,0,0,0,0,1,0
297.658,308.8,1432,53.12,20,0,0,0,0,0,0,0,0,1
301.667,310.5,1464,40.17,1,0,0,0,0,0,0,0,1,0
301.499,311.3,1637,37.69,192,0,0,0,0,0,0,0,1,0
300.554,311.7,1409,49.31,46,0,0,0,0,0,0,0,1,0
302.404,310.9,1558,33.28,191,0,0,0,0,0,0,0,1,0
297.93,308.3,1515,34.74,154,0,0,0,0,0,0,0,1,0
302.387,311.3,1458,37.32,27,0,0,0,0,0,0,0,0,1
300.849,309.8,1532,37.51,132,0,0,0,0,0,0,0,1,0
297.575,308.9,1487,48.77,4,0,0,0,0,0,0,0,1,0
300.26,309.4,1427,38.19,182,0,0,0,0,0,0,0,1,0
300.852,310.5,1644,22.2,191,0,0,0,0,0,0,0,0,1
298.209,308.4,1404,40.58,169,0,0,0,0,0,0,0,1,0
300.544,310.5,1612,34.95,125,0,1,0,0,0,0,0,1,0
302.459,311.0,1535,33.85,152,0,0,0,0,0,0,0,0,1
297.851,308.9,1323,52.84,3,0,0,0,0,0,0,1,0,0
299.455,309.0,1344,56.48,34,0,0,0,0,0,0,1,0,0
298.193,308.2,1429,41.55,118,0,0,0,0,0,0,1,0,0
297.561,309.0,1364,60.15,95,0,0,0,0,0,0,0,1,0
298.762,309.7,1546,37.88,141,0,0,0,0,0,0,0,0,1
300.246,309.8,1542,40.95,127,0,0,0,0,0,0,0,1,0
298.819,309.7,1454,45.37,137,0,0,0,0,0,0,0,1,0
300.433,309.7,1719,28.11,91,0,0,0,0,0,0,1,0,0
299.549,308.8,1444,51.33,55,0,0,0,0,0,0,1,0,0
302.001,310.5,1447,39.38,186,0,0,0,0,0,0,0,1,0
302.382,311.6,1609,23.09,137,0,0,0,0,0,0,0,1,0
299.096,308.7,1472,43.16,169,0,0,0,0,0,0,0,1,0
297.864,308.8,1597,36.21,16,0,0,0,0,0,0,0,1,0
298.756,310.2,1787,28.66,24,0,0,0,0,0,0,0,1,0
300.7,310.7,1805,29.23,143,0,0,0,0,0,0,0,1,0
298.411,308.4,1472,49.62,105,0,0,0,0,0,0,0,1,0
300.56,311.7,1648,29.99,133,0,0,0,0,0,0,0,1,0
300.551,309.9,1455,41.33,8,0,0,0,0,0,0,0,1,0
300.704,310.6,2300,15.63,73,0,0,0,0,0,0,0,1,0
297.501,308.8,1532,37.78,114,0,0,0,0,0,0,0,0,1
300.203,311.4,1727,26.49,106,0,0,0,0,0,0,0,1,0
301.323,310.6,1943,30.39,82,0,0,0,0,0,0,0,1,1
296.721,308.4,1813,34.72,140,0,0,0,0,0,0,0,1,0
304.119,312.8,1307,42.5,183,0,0,0,0,0,0,0,1,0
298.454,310.1,1353,51.84,62,0,0,0,0,0,0,0,0,1
302.668,311.3,1539,48.58,133,0,0,0,0,0,0,0,0,1
300.095,309.7,1558,32.41,75,0,0,0,0,0,0,0,0,1
297.926,308.6,1611,44.88,3,0,0,0,0,0,0,1,0,0
303.596,312.9,1489,41.48,223,0,0,0,0,0,0,0,0,1
303.245,311.8,1744,21.28,138,0,0,0,0,0,0,0,1,0
302.633,310.7,1478,46.74,105,0,0,0,0,0,0,0,1,0
299.679,310.0,1451,39.08,18,0,0,0,0,0,0,0,1,0
299.196,308.8,1478,35.75,108,0,0,0,0,0,0,0,1,0
300.901,312.6,1457,53.4,110,0,0,0,0,0,0,0,0,1
300.435,309.8,1701,30.58,39,0,0,0,0,0,0,0,1,0
297.257,311.3,1539,34.82,97,0,0,0,0,0,0,1,0,0
300.634,310.0,1526,36.35,33,0,0,0,0,0,0,0,1,0
298.912,309.3,1660,24.79,19,0,0,0,0,0,0,1,0,0
299.178,310.1,1422,61.22,113,0,0,0,0,0,0,0,1,0
297.865,308.4,1542,39.71,151,0,0,0,0,0,0,0,0,1
297.877,308.2,1426,50.55,161,0,0,0,0,0,0,0,1,0
297.284,310.2,1359,47.05,144,0,0,0,0,0,0,0,1,0
298.652,309.6,1405,42.88,39,0,0,0,0,0,0,0,1,0
297.296,308.5,1447,43.31,30,0,0,0,0,0,0,0,0,1
298.879,308.6,1341,50.85,101,0,0,0,0,0,0,0,1,0
297.725,308.4,1437,49.71,71,0,0,0,0,0,0,0,0,1
299.115,308.3,1537,41.12,75,0,0,0,0,0,0,0,1,0
299.75,309.8,1361,41.01,19,0,0,0,0,0,0,0,1,0
297.869,308.3,1490,38.95,175,0,0,0,0,0,0,0,1,0
301.582,311.0,1545,34.63,190,0,0,0,0,0,0,0,1,0
298.091,309.2,1408,63.9,151,0,0,0,0,0,0,0,0,1
301.349,309.8,1422,37.63,18,0,0,0,0,0,0,0,1,0
300.509,311.2,1610,28.33,13,0,0,0,0,0,0,0,1,0
299.388,308.7,1409,52.61,130,0,0,0,0,0,0,0,1,0
296.719,306.4,1619,26.33,120,0,0,0,0,0,0,0,1,0
297.938,307.9,1456,43.73,153,0,0,0,0,0,0,1,0,0
298.01,308.7,1430,53.65,49,0,0,0,0,0,0,0,1,0
299.615,309.9,1363,42.62,89,0,0,0,0,0,0,0,0,1
298.271,309.9,1598,30.17,18,0,0,0,0,0,0,0,0,1
298.906,310.7,1493,44.5,172,0,0,0,0,0,0,0,1,0
298.859,309.7,1451,39.71,0,0,0,0,0,0,0,0,1,0
300.645,310.6,1321,56.04,175,0,0,0,0,0,0,0,1,0
300.082,309.8,1439,46.67,194,0,0,0,0,0,0,0,0,1
301.35,310.8,1458,39.79,197,0,0,0,0,0,0,0,1,0
300.536,311.5,1303,47.98,79,0,0,0,0,0,0,0,1,0
297.071,308.4,1441,51.23,61,0,0,0,0,0,0,0,1,0
300.732,309.8,1483,29.99,119,0,0,0,0,0,0,0,1,0
297.178,308.6,1417,48.89,111,0,0,0,0,0,0,1,0,0
299.688,310.4,1554,34.64,175,0,0,0,0,0,0,0,0,1
300.752,310.4,1434,45.2,202,0,0,0,0,0,0,0,1,0
297.72,308.7,1697,31.29,11,0,0,0,0,0,0,0,1,0
300.827,311.3,1607,31.66,229,0,0,0,0,0,0,0,0,1
297.632,308.6,1422,47.51,25,0,0,0,0,0,0,0,1,0
300.693,310.7,1419,34.43,61,0,0,0,0,0,0,0,1,0
301.725,310.6,1471,47.04,139,0,0,0,0,0,0,1,0,0
299.471,308.8,1533,37.7,174,0,0,0,0,0,0,0,1,0
299.805,311.0,1757,26.45,165,0,0,0,0,0,0,0,0,1
299.422,308.6,1814,29.03,146,0,0,0,0,0,0,1,0,0
297.096,307.9,1408,47.01,200,1,0,0,0,0,0,0,1,0
302.075,310.7,1377,61.88,105,0,0,1,0,0,0,0,1,0
298.218,308.6,1351,49.96,8,0,0,0,0,0,0,0,1,0
298.925,309.6,1483,43.57,181,0,0,0,0,0,0,0,1,0
302.783,312.4,1570,29.04,228,0,0,0,0,0,0,0,0,1
298.335,309.5,1432,60.08,33,0,0,0,0,0,0,0,0,1
300.344,311.4,1444,48.94,32,0,0,0,0,0,0,0,1,0
301.042,310.9,1533,33.04,41,0,0,0,0,0,0,0,1,0
297.408,308.4,1457,47.53,91,0,0,0,0,0,0,0,1,0
298.326,308.3,1422,38.91,75,0,0,0,0,0,0,0,1,0
297.712,308.6,1632,29.65,158,0,0,0,0,0,0,0,0,1
301.387,310.9,1468,47.53,105,0,0,0,0,0,0,0,1,0
300.91,311.8,1422,47.13,171,0,0,0,0,0,0,0,1,0
298.443,309.4,1578,31.95,98,0,0,0,0,0,0,0,0,1
298.363,308.3,1429,40.51,120,0,0,0,0,0,0,0,1,0
302.504,310.7,1427,48.62,70,0,0,0,0,0,0,1,0,0
300.638,311.2,1532,33.03,82,0,0,0,0,0,0,0,1,0
298.249,308.5,1377,48.66,127,0,0,0,0,0,0,0,1,0
300.078,311.3,1365,58.13,62,0,0,0,0,0,0,0,1,0
302.755,310.6,1425,47.02,47,0,0,0,0,0,0,0,1,0
301.001,308.7,1343,48.31,46,0,0,0,0,0,0,0,1,0
300.065,311.9,2310,15.1,122,0,0,0,0,0,0,0,1,0
297.608,308.1,1401,44.32,90,0,0,0,0,0,0,0,1,0
300.218,312.0,1609,26.94,11,0,0,0,0,0,0,0,1,0
300.779,312.2,1350,45.86,130,0,0,0,0,0,0,0,1,0
297.615,308.3,1453,46.06,139,0,0,0,0,0,0,0,1,0
300.478,311.4,1474,43.31,13,0,0,0,0,0,0,1,0,0
298.88,308.9,1468,38.27,56,0,0,0,0,0,0,0,1,0
300.018,311.7,1577,29.73,159,0,0,0,0,0,0,0,0,1
297.879,308.9,1796,38.89,33,0,0,0,0,0,0,0,0,1
301.209,311.5,1422,47.66,101,0,0,0,0,0,0,1,0,0
302.55,311.2,1487,38.9,137,0,0,0,0,0,0,0,1,0
297.594,308.7,1831,19.0,135,0,0,0,0,0,0,0,1,0
298.338,309.2,1436,50.34,107,0,0,0,0,0,0,0,1,0
299.264,309.6,1408,45.09,177,0,0,0,0,0,0,1,0,0
301.56,308.8,1387,43.86,40,0,0,0,0,0,0,0,1,0
300.941,309.8,1545,35.29,127,0,0,0,0,0,0,0,1,0
304.155,311.5,1271,49.2,95,0,0,0,0,0,0,0,1,0
298.861,310.0,1740,26.02,121,0,0,0,0,0,0,0,1,0
302.336,311.2,1556,34.66,150,0,0,0,0,0,0,0,1,0
298.789,309.3,1495,43.0,22,0,0,0,0,0,0,0,1,0
302.572,312.5,1539,41.2,132,0,0,0,0,0,0,0,0,0
301.234,311.7,1440,51.82,131,0,0,0,0,0,0,0,1,0
296.884,308.5,1423,32.91,13,0,0,0,0,0,0,0,0,1
303.813,311.8,1474,51.46,32,0,0,0,0,0,0,0,1,0
300.132,308.8,1704,26.51,96,0,0,0,0,0,0,0,1,0
298.822,310.0,1580,35.3,48,0,0,0,0,0,0,0,0,1
299.193,309.3,1484,43.66,129,0,0,0,0,0,0,0,1,0
301.777,310.8,1353,55.26,20,1,0,0,0,0,0,0,0,1
300.859,310.6,1551,38.68,16,0,0,0,0,0,0,0,1,0
297.681,308.1,1485,40.13,135,0,0,0,0,0,0,0,1,0
300.812,311.7,1546,35.62,109,0,0,0,0,0,0,0,1,0
301.129,310.8,1562,32.86,9,0,0,0,0,0,0,0,1,0
303.602,312.8,1543,37.62,75,0,0,0,0,0,0,0,0,1
301.817,311.2,1405,60.44,183,0,0,0,0,0,0,0,1,0
297.717,308.9,1415,44.06,0,0,0,0,0,0,0,0,1,0
298.744,309.4,1531,41.46,66,0,0,0,0,0,0,0,1,0
299.057,310.3,1559,29.68,93,0,0,0,0,0,0,0,0,1
298.972,310.4,1633,28.69,100,0,0,0,0,0,0,0,1,0
297.404,308.7,1400,49.66,1,0,0,0,0,0,0,0,0,1
303.348,311.9,1635,31.17,215,0,0,0,0,0,0,0,1,0
296.923,306.8,1332,55.69,54,0,0,0,0,0,0,0,1,0
301.357,310.3,1430,45.92,57,0,0,0,0,0,0,0,0,1
299.892,311.4,1979,25.81,155,0,0,0,0,0,0,0,0,1
300.157,311.5,1413,46.91,71,0,0,0,0,0,0,0,1,0
300.313,311.7,1729,29.13,35,0,0,0,0,0,0,0,1,0
300.064,311.4,1687,8.54,85,0,0,0,0,0,0,0,1,0
297.603,308.9,1558,36.29,19,0,0,0,0,0,0,0,1,0
300.581,311.4,1504,34.29,58,0,0,0,0,0,0,0,1,0
300.722,310.8,1808,17.71,159,0,0,0,0,0,0,0,1,0
299.843,309.8,1343,45.87,19,0,0,0,0,0,0,0,0,1
301.564,311.6,1522,36.64,51,0,0,0,0,0,0,0,1,0
300.617,310.2,1366,41.08,77,0,0,0,0,0,0,0,1,0
298.143,310.2,1436,46.98,161,0,0,0,0,0,0,0,1,0
301.793,310.5,1547,47.75,9,0,0,0,0,0,0,0,1,0
297.483,308.7,1551,38.6,115,0,0,0,0,0,0,0,0,1
300.631,311.8,1500,44.37,128,0,0,0,0,0,0,0,1,0
297.872,308.0,1606,33.84,185,0,0,0,0,0,0,1,0,0
300.482,311.0,1535,29.37,109,0,0,0,0,0,0,0,1,0
302.375,311.8,1410,47.82,162,0,0,0,0,0,0,0,1,0
297.102,308.0,1433,38.76,6,0,0,0,0,0,0,0,1,0
298.86,309.6,2218,10.23,20,0,0,0,0,0,0,0,1,0
301.609,310.3,1296,45.93,4,0,0,0,0,0,0,0,1,0
301.215,312.5,1514,42.03,93,0,0,0,0,0,0,0,0,1
303.165,311.6,1717,27.64,89,0,0,0,0,0,0,0,1,0
300.929,311.7,1465,32.62,119,0,0,0,0,0,0,0,1,0
300.84,310.2,1444,61.98,88,0,0,0,0,0,0,0,1,0
297.461,308.7,1535,34.71,66,0,0,0,0,0,0,0,0,1
303.48,312.0,1654,32.5,82,0,0,0,0,0,0,0,1,0
298.973,310.3,1418,43.42,191,1,0,0,0,0,0,0,0,1
301.695,310.9,1325,47.88,81,0,0,0,0,0,0,0,1,0
302.077,312.2,1736,22.44,24,0,0,0,0,0,0,0,0,1
299.4,310.3,1392,57.41,71,0,0,0,0,0,0,0,1,0
300.688,310.6,1515,35.73,126,0,0,0,0,0,0,0,1,0
299.665,310.2,1324,51.85,143,0,0,0,0,0,0,0,1,0
300.021,311.2,1304,61.87,8,0,0,0,0,0,0,0,0,1
297.786,308.6,1414,45.4,72,0,0,0,0,0,0,0,1,0
297.582,308.4,1417,48.02,184,0,0,0,0,0,0,0,1,0
297.977,309.5,1600,35.66,11,0,0,0,0,0,0,0,1,0
300.038,310.0,1554,35.99,38,0,0,0,0,0,0,0,1,0
301.289,311.1,1296,66.25,2,0,0,0,1,0,0,0,0,1
302.979,311.0,1710,32.59,163,0,0,0,0,0,0,0,0,1
299.257,309.3,1538,37.52,27,0,0,0,0,0,0,0,1,0
299.617,311.0,1443,45.85,202,0,0,0,0,0,0,0,1,0
300.441,309.4,1483,39.44,94,0,0,0,0,0,0,0,1,0
301.561,310.5,1424,46.67,20,0,0,0,0,0,0,0,1,0
298.385,309.8,1417,46.12,5,0,0,0,0,0,0,0,1,0
297.213,307.9,1359,61.65,110,0,0,0,0,0,0,0,0,1
300.477,311.4,1424,36.93,199,0,1,0,0,0,0,0,1,0
298.653,310.0,1555,47.85,47,0,0,0,0,0,0,0,1,0
300.675,309.7,1407,47.72,101,0,0,0,0,0,0,0,1,0
297.244,308.4,1458,45.14,118,0,0,0,0,0,0,0,1,0
300.396,311.8,1674,30.5,109,0,0,0,0,0,0,0,1,0
297.612,308.8,1380,47.74,127,0,0,0,0,0,0,0,1,0
301.626,310.8,1536,32.51,11,0,0,0,0,0,0,0,1,0
296.465,308.5,1608,29.1,59,0,0,0,0,0,0,0,1,0
299.781,310.3,1434,42.56,97,0,0,0,0,0,0,0,0,1
300.147,309.6,1277,47.96,75,0,0,0,0,0,0,0,1,0
300.075,311.0,1626,26.91,93,0,0,0,0,0,0,0,1,0
300.839,310.6,1478,43.08,212,0,0,0,0,0,0,0,1,0
300.345,312.0,1554,32.63,83,0,0,0,0,0,0,1,0,0
300.696,309.4,1433,46.81,213,0,0,0,0,0,0,0,1,0
298.856,309.8,1444,36.81,123,0,0,0,0,0,0,0,1,0
299.784,309.5,1477,47.42,193,0,0,0,0,0,0,0,1,0
299.875,311.5,1563,34.64,75,0,0,0,0,0,0,0,1,0
302.307,310.8,1748,21.02,82,0,0,0,0,0,0,0,1,0
301.856,310.9,1727,30.55,210,0,0,0,0,0,0,0,0,1
300.343,311.8,1449,47.67,36,0,0,0,0,0,0,0,1,0
297.388,306.0,1447,26.77,155,0,0,0,0,0,0,0,1,0
301.052,311.1,1432,48.06,87,0,0,0,0,0,0,0,1,0
300.628,310.9,1445,45.06,0,0,0,0,0,0,0,0,0,1
297.79,308.8,1415,48.43,7,0,0,0,0,0,0,0,1,0
300.053,311.8,1580,35.19,20,0,0,0,0,0,0,0,1,0
297.672,308.8,1384,45.82,9,0,0,0,0,0,0,1,0,0
298.948,310.1,1440,39.04,178,0,0,0,0,0,0,0,1,0
300.281,312.0,1413,45.52,42,0,0,0,0,0,0,0,0,1
297.592,308.6,1500,34.94,88,0,0,0,0,0,0,0,1,0
299.905,308.8,1790,30.35,11,0,0,0,0,0,0,0,1,0
300.844,310.7,1882,26.2,151,0,0,0,0,0,0,0,1,0
300.771,311.7,1578,34.66,20,0,0,0,0,0,0,0,1,0
297.496,308.7,1616,33.69,104,0,0,0,0,0,0,0,1,0
302.744,312.3,1391,43.64,197,0,0,0,0,0,0,0,0,1
300.691,310.2,1416,49.8,68,0,0,0,0,0,0,0,1,0
299.16,308.8,1465,45.19,66,0,0,0,0,0,0,0,1,0
300.825,310.1,1409,50.21,203,0,0,0,0,0,0,0,1,0
300.515,310.6,1348,48.17,113,0,0,0,0,1,0,0,1,0
299.205,309.3,1430,49.63,60,0,0,0,0,0,0,0,1,0
300.486,311.3,1718,30.99,11,0,0,0,0,0,0,0,1,0
298.448,308.3,1406,43.03,32,0,0,0,0,0,0,0,1,0
299.024,309.7,1458,43.8,127,0,0,0,0,0,0,0,1,0
303.339,311.1,1621,32.42,222,0,0,0,0,0,0,0,1,0
300.696,311.2,1425,45.41,112,0,0,0,0,0,0,0,1,0
300.338,309.8,1530,37.3,102,0,0,0,0,0,0,0,1,0
297.429,309.8,1495,46.16,153,0,0,0,0,0,0,1,0,0
300.793,310.6,1441,43.67,71,0,0,0,0,0,0,0,1,0
297.233,306.1,1433,42.26,129,0,0,0,0,0,0,0,1,0
300.169,309.4,1526,28.3,194,0,0,0,0,0,0,0,0,0
300.245,310.2,1491,46.97,88,0,0,0,0,0,0,0,1,0
297.353,309.8,1438,49.8,79,0,0,0,0,0,0,1,0,0
302.213,311.1,1575,31.6,155,0,0,0,0,0,0,0,0,1
301.449,311.1,1479,49.58,24,0,0,0,0,0,0,0,1,0
301.208,311.1,1346,54.2,50,0,0,0,0,0,0,0,1,0
297.598,308.8,1421,39.22,0,0,0,0,0,0,0,0,0,1
299.367,310.0,1893,16.47,120,0,0,0,0,0,0,0,0,1
300.954,308.4,1618,38.5,12,0,0,0,0,0,0,0,1,0
299.934,311.4,1426,56.03,206,0,0,0,0,0,0,0,0,1
302.419,311.0,1430,41.73,94,0,0,0,0,0,0,1,0,0
300.002,309.8,1480,47.06,188,0,0,0,0,0,0,0,1,0
303.737,312.2,1516,36.06,22,0,0,0,0,0,0,0,1,0
300.959,311.5,1422,46.16,7,0,0,0,0,0,0,0,1,0
302.156,311.9,1555,33.12,117,0,0,0,0,0,0,0,1,0
299.812,309.5,1418,62.0,106,0,0,0,0,0,0,0,1,0
302.958,311.6,1530,38.81,164,0,0,0,0,0,0,0,1,0
300.285,309.5,1759,20.16,72,0,0,0,0,0,0,0,1,0
296.348,306.1,1625,44.6,3,0,0,0,0,0,0,0,1,0
302.057,311.7,1670,34.59,11,0,0,0,0,0,0,0,1,0
299.414,310.7,1808,32.01,56,0,0,0,0,0,0,0,1,0
298.251,308.3,1614,36.16,35,0,0,0,0,0,0,0,1,0
300.446,311.8,1676,28.64,160,0,0,0,0,0,0,0,1,0
298.31,307.8,1606,36.38,37,0,0,0,0,0,1,0,1,0
300.456,310.0,1531,35.46,183,0,0,0,0,0,0,0,1,0
299.162,311.0,1562,35.79,78,0,0,0,0,0,0,0,1,0
297.58,308.2,1398,48.35,17,0,0,0,0,0,0,0,1,0
300.638,311.5,1366,51.34,76,0,0,0,0,0,0,0,1,0
303.897,311.3,1391,49.78,162,0,0,0,0,0,1,0,1,0
